date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:35	280098/280098	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244622-1a0143e4f2e%22	https://dns.devnagri.com/dota.js?1787638579275	C:/My%20Web%20Sites/Prestige/dns.devnagri.com/dota9d56.js	(from https://www.prestigeconstructions.com/hi/news/2021/november)
12:11:35	5584/5584	---MCZ	200	added ('OK')	text/css	etag:W/%220834b6be56ecee5840cbcc80fce88ae9%22	https://d1t2fddy6amcvs.cloudfront.net/css/pgchat.min.css?ver=1787581253	C:/My%20Web%20Sites/Prestige/d1t2fddy6amcvs.cloudfront.net/css/pgchat.minde0b.css	(from https://www.prestigeconstructions.com/hi/news/2021/october)
12:11:36	280098/280098	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244622-1a0143e4f2e%22	https://dns.devnagri.com/dota.js?1787581257837	C:/My%20Web%20Sites/Prestige/dns.devnagri.com/dota5beb.js	(from https://www.prestigeconstructions.com/hi/news/2021/october)
12:11:36	5584/5584	---MCZ	200	added ('OK')	text/css	etag:W/%220834b6be56ecee5840cbcc80fce88ae9%22	https://d1t2fddy6amcvs.cloudfront.net/css/pgchat.min.css?ver=1787567464	C:/My%20Web%20Sites/Prestige/d1t2fddy6amcvs.cloudfront.net/css/pgchat.minf4c0.css	(from https://www.prestigeconstructions.com/hi/news/2021/september)
12:11:36	8098/8098	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Jul%202026%2009:41:47%20GMT	https://www.prestigeconstructions.com/assets/dynamic-js/a04f2f3b0ab025218a5f27a9dd7eaba5.js	C:/My%20Web%20Sites/Prestige/www.prestigeconstructions.com/assets/dynamic-js/a04f2f3b0ab025218a5f27a9dd7eaba5.js	(from https://www.prestigeconstructions.com/hi/news/2021/september)
12:11:37	280098/280098	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244622-1a0143e4f2e%22	https://dns.devnagri.com/dota.js?1787567465972	C:/My%20Web%20Sites/Prestige/dns.devnagri.com/dotad7b9.js	(from https://www.prestigeconstructions.com/hi/news/2021/september)
12:11:37	5584/5584	---MCZ	200	added ('OK')	text/css	etag:W/%220834b6be56ecee5840cbcc80fce88ae9%22	https://d1t2fddy6amcvs.cloudfront.net/css/pgchat.min.css?ver=1787571172	C:/My%20Web%20Sites/Prestige/d1t2fddy6amcvs.cloudfront.net/css/pgchat.min64fb.css	(from https://www.prestigeconstructions.com/hi/news/2021/august)
12:11:37	14057/14057	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Jul%202026%2008:43:35%20GMT	https://www.prestigeconstructions.com/assets/dynamic-js/643b9e4c1a888569fa8a163fecb5a7b6.js	C:/My%20Web%20Sites/Prestige/www.prestigeconstructions.com/assets/dynamic-js/643b9e4c1a888569fa8a163fecb5a7b6.js	(from https://www.prestigeconstructions.com/hi/news/2021/august)
12:11:37	280098/280098	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244622-1a0143e4f2e%22	https://dns.devnagri.com/dota.js?1787571173864	C:/My%20Web%20Sites/Prestige/dns.devnagri.com/dota16a0.js	(from https://www.prestigeconstructions.com/hi/news/2021/august)
12:11:38	5584/5584	---MCZ	200	added ('OK')	text/css	etag:W/%220834b6be56ecee5840cbcc80fce88ae9%22	https://d1t2fddy6amcvs.cloudfront.net/css/pgchat.min.css?ver=1787571245	C:/My%20Web%20Sites/Prestige/d1t2fddy6amcvs.cloudfront.net/css/pgchat.min63ed.css	(from https://www.prestigeconstructions.com/hi/news/2021/june)
